tf,target,importance
ATF4,FOSL1,0.0564428549165123
ATF4,FRA10AC1,0.284562716871938
ATF4,FRK,0.0034061925519548
ATF4,GALNT2,0.0947857508123792
ATF4,GARS,1.6360667829302928
ATF4,GDI2,0.0127405079269977
ATF4,GGA1,0.2002434403235206
ATF4,GGT1,0.1826466329598847
ATF4,GJB2,0.7663252814010013
ATF4,GNAS,0.0281349073875654
ATF4,GNB1L,0.1747799351054122
ATF4,GNG4,0.1456016109049977
ATF4,GNL2,0.0312610834123693
ATF4,GPAA1,0.1707832962557246
ATF4,GPANK1,0.0742611116011902
ATF4,GPATCH2,0.1996292845377872
ATF4,GPR68,0.2478860525584308
ATF4,GRB2,0.0346660804163672
ATF4,GRPEL2,0.2074990201769835
ATF4,GTF2A2,0.0055841493325966
ATF4,GTF2H1,0.0263267128441032
ATF4,GTF2H3,0.0910957132387282
ATF4,GTPBP1,0.2558892073501423
ATF4,GYG1,0.1281052482689079
ATF4,HACD1,0.5617975863535334
ATF4,HARS,0.0726089994458372
ATF4,HCCS,0.029176379788525
ATF4,HEATR5A,0.5219469674540218
ATF4,HECW2,0.1096088885070414
ATF4,HERPUD1,1.4137803903339417
ATF4,HEXB,0.1481078254561218
ATF4,HHLA2,0.5968097909580907
ATF4,HIST1H2BH,0.1061771133931957
ATF4,HIST2H2AA4,0.2312635630051199
ATF4,HIST2H2BE,2.2164535555423663
ATF4,HIVEP2,0.0759390340720348
ATF4,HK1,0.0159840796185786
ATF4,HLCS,0.0714760042919099
ATF4,HNRNPA0,0.0375843882326151
ATF4,HNRNPK,0.0349027129533767
ATF4,HNRNPLL,0.3052896663803528
ATF4,HOXD1,0.1946687890233472
ATF4,HSBP1,0.0352017584623612
ATF4,HSPA13,0.8423693071464065
ATF4,HSPA5,0.628868512612357
ATF4,ICT1,0.0526446613334168
ATF4,IDS,0.3742039837876201
ATF4,IER3,0.2999746709659183
ATF4,IGF2-AS,0.859300548816164
ATF4,IL11RA,0.1097163132172553
ATF4,IL17A,0.8589999135547952
ATF4,IL18RAP,0.1495525330929279
ATF4,IL1R2,0.6037636667781756
ATF4,IL2RB,0.0993998885772159
ATF4,IMPACT,0.4486250290959394
ATF4,INAFM2,0.145894980327715
ATF4,ING3,0.9007095765917245
ATF4,INIP,0.0862303217019339
ATF4,INO80E,0.0490127523609211
ATF4,IRF2BP2,0.4660513542459069
ATF4,IRS1,0.7660157255398776
ATF4,ISY1,0.04029487143025
ATF4,ITM2C,0.317633681475391
ATF4,JAZF1,0.1356662661741658
ATF4,JMJD1C,0.2597188687384557
ATF4,JMY,0.716553522706408
ATF4,KAT5,0.4423901694300343
ATF4,KBTBD8,0.0961329007305177
ATF4,KCNK6,0.0841710728738802
ATF4,KDELC1,0.2361299022497387
ATF4,KDM6B,0.0739211873226136
ATF4,KHDRBS1,0.0615936023421469
ATF4,KIAA0232,0.1204327423513363
