source_TF,target_gene,log2FC,adj_p_value,p_value,zscore,culture_condition,n_guides_averaged
AHR,ELAC2,0.1708532132470118,0.041840388212202,0.0077998216917892,2.660614436884257,Rest,1
AHR,BLTP2,0.1563947607508388,0.0247978659080959,0.0036346698978567,2.90824196586745,Rest,1
AHR,TRAPPC6A,-0.5580117646173709,0.0001322190796721,3.623626446911677e-06,-4.631878587274369,Rest,1
AHR,TSR3,0.1371621858418672,0.0414974625814052,0.0077203678864853,2.664060488897717,Rest,1
AHR,MYLIP,-0.4782124185094766,0.015422893642041,0.0018447490432544,-3.114151238607805,Rest,1
AHR,PSMB1,0.1637777810303425,0.0063149500259781,0.0005464287585487,3.4568994190485705,Rest,1
AHR,MMP25,-2.3501171471830027,3.730956896173313e-11,1.36102627397586e-13,-7.400079854272051,Rest,1
AHR,IL32,-0.3215119665957789,0.008983540803093,0.0008947363351428,-3.3216912720688367,Rest,1
AHR,BAZ1B,0.1538870839647267,0.0399978543926462,0.0073029475048588,2.6827045550321187,Rest,1
AHR,METTL13,0.1870843615417832,0.0121073857654753,0.0013434954825403,3.206523034849245,Rest,1
AHR,UQCRC1,0.1733125479638178,0.0320798965798269,0.0052687297039759,2.7901274489744083,Rest,1
AHR,FUZ,-0.4446771247440799,0.0321842476370067,0.0053013244868364,-2.788130127766969,Rest,1
AHR,CD4,0.3774400694775222,0.0017951580357827,0.0001030197393241,3.8833673634576895,Rest,1
AHR,HIVEP2,-0.6491652967333539,6.171481734927808e-05,1.38542289438095e-06,-4.827090334175194,Rest,1
AHR,ABHD5,0.2792122250905613,0.037503393665241,0.0066615793256283,2.7133048443472134,Rest,1
AHR,MBTD1,-0.2361393185564946,0.0464791557113134,0.0091254090204889,-2.607319792190332,Rest,1
AHR,TTC19,-0.2497145058647037,0.0046880932211449,0.0003613309151831,-3.5668262266946127,Rest,1
AHR,PTBP1,0.2093923016472556,0.0282473617923324,0.0043992009525987,2.848021087332811,Rest,1
AHR,LDAF1,0.4514972805071798,0.0335184528497972,0.0056449940933084,2.7677199437285127,Rest,1
